timestamp,type,symbol,quantity,entry_price,exit_price,position_value,margin_used,pnl,position_duration,balance_before,balance_after
2025-12-22T05:04:00.079212,BUY,0GUSDT,65.9,,,49.99174000000001,0.9998348000000001,-0.9998348000000001,,1000.0,999.0001652
2025-12-22T05:04:01.344631,BUY,1000000BABYDOGEUSDT,85300.0,,,49.95168,1.9980672000000002,-1.9980672000000002,,999.0001652,997.0020979999999
2025-12-22T05:04:02.647174,BUY,1000BONKUSDT,6200.0,,,50.17659999999999,1.0035319999999999,-1.0035319999999999,,997.0020979999999,995.998566
2025-12-22T05:04:03.838594,BUY,1000BTTUSDT,126000.0,,,49.8078,3.984624,-3.984624,,995.998566,992.0139419999999
2025-12-22T05:04:05.041092,BUY,1000CATUSDT,19270.0,,,49.60098,1.9840392,-1.9840392,,992.0139419999999,990.0299028
2025-12-22T05:04:06.284008,BUY,1000NEIROCTOUSDT,468.0,,,49.51908,0.9903816000000001,-0.9903816000000001,,990.0299028,989.0395212
2025-12-22T05:04:07.565582,BUY,1000PEPEUSDT,12400.0,,,49.3892,0.987784,-0.987784,,989.0395212,988.0517371999999
2025-12-22T05:04:08.957297,BUY,1000RATSUSDT,1220.0,,,49.5076,2.47538,-2.47538,,988.0517371999999,985.5763572
2025-12-22T05:04:10.314674,BUY,1000TAGUSDT,106.0,,,49.343,9.8686,-9.8686,,985.5763572,975.7077572
2025-12-22T05:04:11.701232,BUY,1000TOSHIUSDT,150.0,,,48.9,0.978,-0.978,,975.7077572,974.7297572
2025-12-22T05:04:12.910995,BUY,1000TURBOUSDT,29.0,,,48.7171,1.948684,-1.948684,,974.7297572,972.7810732
2025-12-22T05:04:14.091029,BUY,1000XECUSDT,4740.0,,,48.6561,3.892488,-3.892488,,972.7810732,968.8885852000001
2025-12-22T05:04:15.332001,BUY,2ZUSDT,449.0,,,48.47404,0.9694808,-0.9694808,,968.8885852000001,967.9191044
2025-12-22T05:04:16.599517,BUY,ACHUSDT,6290.0,,,48.433,1.93732,-1.93732,,967.9191044,965.9817844
2025-12-22T05:04:17.813139,BUY,ACTUSDT,1474.0,,,48.288239999999995,2.4144119999999996,-2.4144119999999996,,965.9817844,963.5673724000001
2025-12-22T05:04:19.407521,BUY,ADAUSDT,132.0,,,48.0612,0.6408159999999999,-0.6408159999999999,,963.5673724000001,962.9265564000001
2025-12-22T05:04:20.616280,BUY,AEROUSDT,97.0,,,48.1896,1.927584,-1.927584,,962.9265564000001,960.9989724000001
2025-12-22T05:04:21.807918,BUY,AEVOUSDT,1348.6,,,48.050618,1.92202472,-1.92202472,,960.9989724000001,959.0769476800001
2025-12-22T05:04:23.042182,BUY,AIOUSDT,430.0,,,47.493500000000004,3.7994800000000004,-3.7994800000000004,,959.0769476800001,955.2774676800001
2025-12-22T05:04:24.249375,BUY,AIXBTUSDT,1650.0,,,47.784,1.91136,-1.91136,,955.2774676800001,953.3661076800001
2025-12-22T05:04:25.441508,BUY,AKEUSDT,123900.0,,,47.676719999999996,1.9070687999999998,-1.9070687999999998,,953.3661076800001,951.4590388800001
2025-12-22T05:04:26.664104,BUY,AKTUSDT,129.4,,,47.56744,1.9026976,-1.9026976,,951.4590388800001,949.5563412800001
2025-12-22T05:04:27.874370,BUY,ALCHUSDT,263.0,,,47.56092,2.3780460000000003,-2.3780460000000003,,949.5563412800001,947.17829528
2025-12-22T05:04:29.089984,BUY,ALGOUSDT,425.0,,,47.353500000000004,0.9470700000000001,-0.9470700000000001,,947.17829528,946.23122528
2025-12-22T05:04:30.343692,BUY,ALTUSDT,4139.0,,,47.308769999999996,1.8923507999999998,-1.8923507999999998,,946.23122528,944.33887448
2025-12-22T05:04:31.583151,BUY,ANKRUSDT,7349.0,,,47.217325,1.8886930000000002,-1.8886930000000002,,944.33887448,942.45018148
2025-12-22T05:04:32.786732,BUY,APEUSDT,236.2,,,47.121900000000004,0.9424380000000001,-0.9424380000000001,,942.45018148,941.5077434799999
2025-12-22T05:04:34.100097,BUY,API3USDT,113.7,,,47.08317,1.8833268,-1.8833268,,941.5077434799999,939.62441668
2025-12-22T05:04:35.512276,BUY,APTUSDT,29.85,,,46.983900000000006,0.9396780000000001,-0.9396780000000001,,939.62441668,938.68473868
2025-12-22T05:04:36.877007,BUY,ARCUSDT,1082.0,,,46.91552,3.7532416,-3.7532416,,938.68473868,934.93149708
