timestamp,datetime,open,high,low,close,volume
1758466800000,2025-09-21 17:00:00,1.863,1.864,1.861,1.863,8558.9
1758467100000,2025-09-21 17:05:00,1.863,1.866,1.863,1.866,2813.6
1758467400000,2025-09-21 17:10:00,1.866,1.866,1.864,1.865,5176.0
1758467700000,2025-09-21 17:15:00,1.865,1.865,1.862,1.865,6293.1
1758468000000,2025-09-21 17:20:00,1.865,1.866,1.862,1.862,4310.3
1758468300000,2025-09-21 17:25:00,1.862,1.862,1.86,1.861,3950.9
1758468600000,2025-09-21 17:30:00,1.861,1.863,1.858,1.859,3972.4
1758468900000,2025-09-21 17:35:00,1.859,1.862,1.858,1.861,7327.7
1758469200000,2025-09-21 17:40:00,1.861,1.869,1.86,1.868,10443.7
1758469500000,2025-09-21 17:45:00,1.868,1.871,1.863,1.864,12505.3
1758469800000,2025-09-21 17:50:00,1.864,1.866,1.861,1.861,6133.2
1758470100000,2025-09-21 17:55:00,1.861,1.862,1.859,1.862,5266.9
1758470400000,2025-09-21 18:00:00,1.862,1.865,1.861,1.863,8024.7
1758470700000,2025-09-21 18:05:00,1.863,1.865,1.86,1.865,9753.1
1758471000000,2025-09-21 18:10:00,1.865,1.866,1.863,1.863,3935.5
1758471300000,2025-09-21 18:15:00,1.863,1.865,1.853,1.854,13150.4
1758471600000,2025-09-21 18:20:00,1.854,1.856,1.85,1.852,27189.8
1758471900000,2025-09-21 18:25:00,1.852,1.861,1.852,1.86,7084.4
1758472200000,2025-09-21 18:30:00,1.86,1.862,1.854,1.856,9444.0
1758472500000,2025-09-21 18:35:00,1.856,1.856,1.848,1.852,45938.9
1758472800000,2025-09-21 18:40:00,1.852,1.852,1.846,1.848,17938.5
1758473100000,2025-09-21 18:45:00,1.848,1.851,1.847,1.848,21191.8
1758473400000,2025-09-21 18:50:00,1.848,1.853,1.848,1.85,13139.9
1758473700000,2025-09-21 18:55:00,1.85,1.856,1.85,1.855,4426.7
1758474000000,2025-09-21 19:00:00,1.855,1.856,1.847,1.848,6927.3
1758474300000,2025-09-21 19:05:00,1.848,1.85,1.846,1.847,6073.3
1758474600000,2025-09-21 19:10:00,1.847,1.85,1.845,1.849,14790.6
1758474900000,2025-09-21 19:15:00,1.849,1.85,1.842,1.848,37153.3
1758475200000,2025-09-21 19:20:00,1.848,1.851,1.847,1.847,10106.1
1758475500000,2025-09-21 19:25:00,1.847,1.849,1.844,1.847,13491.6
1758475800000,2025-09-21 19:30:00,1.847,1.848,1.844,1.848,3668.2
1758476100000,2025-09-21 19:35:00,1.848,1.852,1.848,1.851,6302.4
1758476400000,2025-09-21 19:40:00,1.851,1.853,1.851,1.853,3939.0
1758476700000,2025-09-21 19:45:00,1.853,1.853,1.851,1.852,2168.6
1758477000000,2025-09-21 19:50:00,1.852,1.86,1.852,1.86,3290.3
1758477300000,2025-09-21 19:55:00,1.86,1.863,1.859,1.862,16187.0
1758477600000,2025-09-21 20:00:00,1.862,1.864,1.859,1.86,15063.4
1758477900000,2025-09-21 20:05:00,1.86,1.86,1.858,1.859,6707.2
1758478200000,2025-09-21 20:10:00,1.859,1.861,1.857,1.857,4594.3
1758478500000,2025-09-21 20:15:00,1.857,1.858,1.854,1.854,5363.5
1758478800000,2025-09-21 20:20:00,1.854,1.855,1.852,1.853,5577.6
1758479100000,2025-09-21 20:25:00,1.853,1.853,1.851,1.851,1373.4
1758479400000,2025-09-21 20:30:00,1.851,1.857,1.851,1.857,7428.2
1758479700000,2025-09-21 20:35:00,1.857,1.859,1.857,1.858,989.7
1758480000000,2025-09-21 20:40:00,1.858,1.861,1.858,1.861,2022.9
1758480300000,2025-09-21 20:45:00,1.861,1.861,1.859,1.861,1811.5
1758480600000,2025-09-21 20:50:00,1.861,1.863,1.861,1.863,1801.2
1758480900000,2025-09-21 20:55:00,1.863,1.863,1.861,1.863,2235.7
1758481200000,2025-09-21 21:00:00,1.863,1.865,1.859,1.86,5924.5
1758481500000,2025-09-21 21:05:00,1.86,1.86,1.85,1.85,28078.0
1758481800000,2025-09-21 21:10:00,1.85,1.852,1.849,1.851,5040.2
1758482100000,2025-09-21 21:15:00,1.851,1.853,1.849,1.852,14860.0
1758484500000,2025-09-21 21:55:00,1.855,1.856,1.855,1.856,2069.0
