timestamp,datetime,open,high,low,close,volume
1765958400000,2025-12-17 10:00:00,0.2612,0.2612,0.2585,0.2594,287261.0
1765965600000,2025-12-17 12:00:00,0.2594,0.2603,0.2582,0.2599,208796.8
1765972800000,2025-12-17 14:00:00,0.2599,0.262,0.2581,0.261,497850.7
1765980000000,2025-12-17 16:00:00,0.261,0.27,0.2567,0.2584,2505828.6
1765987200000,2025-12-17 18:00:00,0.2584,0.2598,0.2511,0.2515,1894488.2
1765994400000,2025-12-17 20:00:00,0.2515,0.2536,0.2472,0.2503,1419221.4
1766001600000,2025-12-17 22:00:00,0.2503,0.2521,0.2482,0.2486,160763.5
1766008800000,2025-12-18 00:00:00,0.2486,0.2509,0.2475,0.2506,371340.5
1766016000000,2025-12-18 02:00:00,0.2506,0.251,0.2461,0.2467,418888.7
1766023200000,2025-12-18 04:00:00,0.2467,0.2491,0.2461,0.2476,326860.6
1766030400000,2025-12-18 06:00:00,0.2476,0.2491,0.2442,0.2448,325516.0
1766037600000,2025-12-18 08:00:00,0.2448,0.2458,0.2444,0.2453,58924.5
