timestamp,open,high,low,close,volume,turnover
2025-08-31T17:28:00,0.0003028,0.0003028,0.0003028,0.0003028,0,0
2025-08-31T17:27:00,0.0003028,0.0003028,0.0003028,0.0003028,0,0
2025-08-31T17:26:00,0.0003028,0.0003028,0.0003028,0.0003028,0,0
2025-08-31T17:25:00,0.0003028,0.0003028,0.0003028,0.0003028,0,0
2025-08-31T17:24:00,0.0003028,0.0003028,0.0003028,0.0003028,0,0
2025-08-31T17:23:00,0.0003028,0.0003028,0.0003028,0.0003028,0,0
2025-08-31T17:22:00,0.0003028,0.0003028,0.0003028,0.0003028,0,0
2025-08-31T17:21:00,0.0003028,0.0003028,0.0003028,0.0003028,0,0
2025-08-31T17:20:00,0.0003033,0.0003033,0.0003028,0.0003028,27100,8.21248
2025-08-31T17:19:00,0.0003028,0.0003033,0.0003028,0.0003033,25000,7.5825
2025-08-31T17:18:00,0.0003028,0.0003028,0.0003028,0.0003028,0,0
2025-08-31T17:17:00,0.0003035,0.0003035,0.0003028,0.0003028,33000,9.99241
2025-08-31T17:16:00,0.0003035,0.0003035,0.0003035,0.0003035,0,0
2025-08-31T17:15:00,0.0003035,0.0003035,0.0003035,0.0003035,0,0
2025-08-31T17:14:00,0.0003035,0.0003035,0.0003035,0.0003035,0,0
2025-08-31T17:13:00,0.0003035,0.0003035,0.0003035,0.0003035,0,0
2025-08-31T17:12:00,0.000303,0.0003035,0.000303,0.0003035,16600,5.0315
2025-08-31T17:11:00,0.000303,0.000303,0.000303,0.000303,0,0
2025-08-31T17:10:00,0.000303,0.000303,0.000303,0.000303,0,0
2025-08-31T17:09:00,0.000303,0.000303,0.000303,0.000303,0,0
2025-08-31T17:08:00,0.000303,0.000303,0.000303,0.000303,43500,13.1805
2025-08-31T17:07:00,0.000303,0.000303,0.000303,0.000303,0,0
2025-08-31T17:06:00,0.000303,0.000303,0.000303,0.000303,0,0
2025-08-31T17:05:00,0.000303,0.000303,0.000303,0.000303,0,0
2025-08-31T17:04:00,0.0003037,0.0003037,0.000303,0.000303,341600,103.56724
2025-08-31T17:03:00,0.000303,0.0003037,0.000303,0.0003037,3193500,968.63707
2025-08-31T17:02:00,0.0003028,0.000303,0.0003028,0.000303,44200,13.3926
2025-08-31T17:01:00,0.0003029,0.0003029,0.0003028,0.0003028,80800,24.46624
2025-08-31T17:00:00,0.0003019,0.0003029,0.0003019,0.0003029,774100,234.27037
2025-08-31T16:59:00,0.0003016,0.0003019,0.0003016,0.0003019,57400,17.32684
2025-08-31T16:58:00,0.0003019,0.0003019,0.0003016,0.0003016,58200,17.55314
2025-08-31T16:57:00,0.0003023,0.0003023,0.0003019,0.0003019,75800,22.89224
2025-08-31T16:56:00,0.0003025,0.0003025,0.0003019,0.0003023,51900,15.67785
2025-08-31T16:55:00,0.0003021,0.0003025,0.000302,0.0003025,127300,38.46897
2025-08-31T16:54:00,0.0003025,0.0003026,0.000302,0.0003021,242200,73.22794
2025-08-31T16:53:00,0.0003025,0.0003025,0.0003025,0.0003025,0,0
2025-08-31T16:52:00,0.0003025,0.0003025,0.0003025,0.0003025,0,0
2025-08-31T16:51:00,0.0003025,0.0003025,0.0003025,0.0003025,0,0
2025-08-31T16:50:00,0.0003023,0.0003025,0.0003022,0.0003025,46500,14.05766
2025-08-31T16:49:00,0.0003023,0.0003023,0.0003023,0.0003023,0,0
2025-08-31T16:48:00,0.0003023,0.0003023,0.0003023,0.0003023,0,0
2025-08-31T16:47:00,0.0003023,0.0003023,0.0003023,0.0003023,0,0
2025-08-31T16:46:00,0.0003023,0.0003023,0.0003023,0.0003023,0,0
2025-08-31T16:45:00,0.0003023,0.0003023,0.0003023,0.0003023,0,0
2025-08-31T16:44:00,0.0003023,0.0003023,0.0003023,0.0003023,0,0
2025-08-31T16:43:00,0.0003023,0.0003023,0.0003023,0.0003023,0,0
2025-08-31T16:42:00,0.0003023,0.0003023,0.0003023,0.0003023,0,0
2025-08-31T16:41:00,0.0003023,0.0003023,0.0003023,0.0003023,0,0
2025-08-31T16:40:00,0.0003019,0.0003033,0.0003019,0.0003023,5434600,1646.17884
2025-08-31T16:39:00,0.0003019,0.0003019,0.0003019,0.0003019,23100,6.97389
