timestamp,open,high,low,close,volume,turnover
2025-08-31T05:30:00,862,862,861.6,861.7,81.1,69886.574
2025-08-31T05:35:00,861.7,862.6,861.6,862.3,71.08,61259.145
2025-08-31T05:40:00,862.3,862.3,861.9,862,17.16,14793.096
2025-08-31T05:45:00,862,862.7,861.9,862.7,88.63,76426.096
2025-08-31T05:50:00,862.7,864.1,862.6,863.2,1168.62,1009172.227
2025-08-31T05:55:00,863.2,863.5,862.4,862.9,191.47,165201.217
2025-08-31T06:00:00,862.9,862.9,861.4,862.3,377.37,325272.509
2025-08-31T06:05:00,862.3,862.4,861.6,861.6,49.12,42345.385
2025-08-31T06:10:00,861.6,861.7,861.2,861.7,45.75,39410.948
2025-08-31T06:15:00,861.7,861.7,860.7,860.8,74.34,64010.046
2025-08-31T06:20:00,860.8,860.8,860.2,860.3,54.2,46633.59
2025-08-31T06:25:00,860.3,860.5,860.1,860.1,42.7,36737.713
2025-08-31T06:30:00,860.1,860.5,859.7,860.2,145.53,125174.985
2025-08-31T06:35:00,860.2,860.2,859.4,859.8,36.98,31794.587
2025-08-31T06:40:00,859.8,859.8,858.9,859.3,147.65,126856.623
2025-08-31T06:45:00,859.3,859.8,859.2,859.2,17.25,14828.094
2025-08-31T06:50:00,859.2,859.3,858.7,858.8,30.76,26426.67
2025-08-31T06:55:00,858.8,859.7,858.8,859.6,47.88,41146.01
2025-08-31T07:00:00,859.6,859.7,858.7,859.1,374.45,321653.984
2025-08-31T07:05:00,859.1,860,859,860,173.68,149310.249
2025-08-31T07:10:00,860,860,858.4,858.8,163.12,140086.133
2025-08-31T07:15:00,858.8,859.5,858.5,859.3,126.13,108346.216
2025-08-31T07:20:00,859.3,859.3,858.7,858.7,64.25,55195.904
2025-08-31T07:25:00,858.7,858.8,858.3,858.3,40.74,34973.619
2025-08-31T07:30:00,858.3,859.3,858.3,859.3,21.79,18718.836
2025-08-31T07:35:00,859.3,859.7,859,859.4,21.85,18777.914
2025-08-31T07:40:00,859.4,859.8,859.4,859.6,25.71,22101.866
2025-08-31T07:45:00,859.6,859.6,859.2,859.4,14.74,12667.502
2025-08-31T07:50:00,859.4,859.8,859.4,859.8,5.54,4762.847
2025-08-31T07:55:00,859.8,859.9,859.6,859.9,10.11,8691.749
2025-08-31T08:00:00,859.9,860.3,859.6,859.7,104.32,89707.525
2025-08-31T08:05:00,859.7,859.8,859.3,859.4,36.54,31408.902
2025-08-31T08:10:00,859.4,859.7,859.4,859.7,8.16,7014.136
2025-08-31T08:15:00,859.7,859.8,859.5,859.5,46.89,40313.285
2025-08-31T08:20:00,859.5,859.6,859,859.1,16.86,14487.642
2025-08-31T08:25:00,859.1,859.1,858.9,859,18.82,16166.275
2025-08-31T08:30:00,859,859.5,858.7,858.9,173.86,149397.861
2025-08-31T08:35:00,858.9,859.2,858.8,859.1,52.1,44754.147
2025-08-31T08:40:00,859.1,859.2,858.8,858.8,70.86,60869.598
2025-08-31T08:45:00,858.8,859.1,858.6,858.7,58.46,50206.816
2025-08-31T08:50:00,858.7,858.8,858,858.1,707.59,607316.037
2025-08-31T08:55:00,858.1,858.4,857.6,857.7,127.12,109068.175
2025-08-31T09:00:00,857.7,858.3,857.5,858.2,98.46,84459.891
2025-08-31T09:05:00,858.2,858.7,858.2,858.6,25.35,21760.041
2025-08-31T09:10:00,858.6,858.8,858.3,858.6,58.03,49822.989
2025-08-31T09:15:00,858.6,858.9,858.5,858.5,26.73,22953.734
2025-08-31T09:20:00,858.5,858.6,858,858,24.55,21068.699
2025-08-31T09:25:00,858,858.2,857.9,858.2,7.59,6512.231
2025-08-31T09:30:00,858.2,858.6,858.1,858.3,71.86,61683.095
2025-08-31T09:35:00,858.3,858.3,858.3,858.3,6.55,5621.865
