timestamp,open,high,low,close,volume,turnover
2025-08-31T17:20:00,4468.31,4473.28,4468.3,4470.18,533.29,2384311.2425
2025-08-31T17:15:00,4472.22,4476.16,4467.44,4468.31,4089.9,18285044.9463
2025-08-31T17:10:00,4474.69,4477.88,4469.14,4472.22,3627.31,16227884.3642
2025-08-31T17:05:00,4475.8,4480.2,4470.23,4474.69,6173.3,27631868.0538
2025-08-31T17:00:00,4457,4478.55,4455.26,4475.8,12857.13,57458623.6758
2025-08-31T16:55:00,4454.5,4458.31,4451.02,4457,1373.56,6119426.2104
2025-08-31T16:50:00,4453.48,4456.73,4452.04,4454.5,1706.4,7600656.3001
2025-08-31T16:45:00,4459.47,4461.38,4452.64,4453.48,4197.7,18709958.4209
2025-08-31T16:40:00,4458.53,4460.84,4458,4459.47,2438.76,10874088.6538
2025-08-31T16:35:00,4464.61,4466.78,4458,4458.53,2911.62,12995544.3957
2025-08-31T16:30:00,4461.2,4468.5,4460.36,4464.61,2212.1,9879470.4069
2025-08-31T16:25:00,4461.83,4467.18,4460.07,4461.2,3141.22,14021331.2847
2025-08-31T16:20:00,4462.79,4462.79,4458.27,4461.83,2489,11101027.261
2025-08-31T16:15:00,4456.11,4464.29,4451.21,4462.79,7532.42,33587875.3964
2025-08-31T16:10:00,4455.73,4457.69,4446.55,4456.11,8375.26,37288866.7779
2025-08-31T16:05:00,4459.4,4459.99,4450.18,4455.73,11364.73,50617481.0731
2025-08-31T16:00:00,4468.12,4472.29,4458.89,4459.4,3458.92,15440057.9067
2025-08-31T15:55:00,4463.48,4470.28,4463.39,4468.12,1714.11,7657271.9673
2025-08-31T15:50:00,4472.75,4474.63,4461.93,4463.48,3695.03,16505428.1964
2025-08-31T15:45:00,4472.77,4477.21,4471.57,4472.75,4942.2,22113538.0001
2025-08-31T15:40:00,4464,4472.83,4463.87,4472.77,2455.29,10972176.9993
2025-08-31T15:35:00,4467.33,4470.22,4462.04,4464,4177.16,18653897.5969
2025-08-31T15:30:00,4471.33,4474.21,4465.47,4467.33,5629.65,25162940.6395
2025-08-31T15:25:00,4476.99,4483.6,4471.32,4471.33,4595.18,20575708.6966
2025-08-31T15:20:00,4487.27,4492.33,4476.48,4476.99,6243.54,27988129.7801
2025-08-31T15:15:00,4477.07,4490,4475.1,4487.27,6614.83,29663393.6873
2025-08-31T15:10:00,4476.6,4482,4474.32,4477.07,5112.68,22893130.4597
2025-08-31T15:05:00,4482.9,4485.76,4472.36,4476.6,6039.16,27043389.6842
2025-08-31T15:00:00,4487.25,4496.18,4482.61,4482.9,14550.81,65329283.233
2025-08-31T14:55:00,4476.27,4496.43,4473.38,4487.25,17917.5,80400908.4446
2025-08-31T14:50:00,4469.85,4476.44,4467.66,4476.27,2132.66,9539541.96
2025-08-31T14:45:00,4468.65,4472.98,4461,4469.85,5500.4,24574075.3754
2025-08-31T14:40:00,4474.57,4474.57,4466,4468.65,2559.39,11437264.4424
2025-08-31T14:35:00,4477.62,4478.87,4471.93,4474.57,2620.23,11730203.2339
2025-08-31T14:30:00,4476.96,4479.71,4473.53,4477.62,2736.09,12250658.3565
2025-08-31T14:25:00,4474.1,4478.95,4473.34,4476.96,3725.86,16679423.3348
2025-08-31T14:20:00,4472.5,4474.36,4468.02,4474.1,2178.66,9743024.0682
2025-08-31T14:15:00,4470.65,4473.99,4467.01,4472.5,3321.18,14850265.7214
2025-08-31T14:10:00,4474.5,4475.83,4464.42,4470.65,5979.01,26719289.2599
2025-08-31T14:05:00,4470.17,4474.61,4466.43,4474.5,2175.31,9726051.0696
2025-08-31T14:00:00,4473.94,4474.42,4465.22,4470.17,2565.43,11467935.137
2025-08-31T13:55:00,4474.99,4477.19,4470.93,4473.94,1650.42,7384159.6718
2025-08-31T13:50:00,4472.6,4481.44,4471.09,4474.99,7096.15,31768106.2075
2025-08-31T13:45:00,4467.96,4473.29,4466.69,4472.6,4840.72,21640784.5516
2025-08-31T13:40:00,4460.56,4468.53,4460.15,4467.96,1747.94,7805127.2975
2025-08-31T13:35:00,4463.52,4466.15,4459.99,4460.56,7009.83,31280899.6142
2025-08-31T13:30:00,4470.98,4477.02,4461.13,4463.52,12120.24,54139701.5196
2025-08-31T13:25:00,4458.38,4473.49,4455.04,4470.98,8703.43,38854623.355
2025-08-31T13:20:00,4454.47,4458.38,4449.25,4458.38,3034.61,13518078.9601
2025-08-31T13:15:00,4442.64,4455.96,4436.85,4454.47,6706.66,29807528.7966
2025-08-31T17:20:00,4468.31,4473.28,4468.3,4469.18,501.35,2241569.7603
