timestamp,datetime,open,high,low,close,volume
1763337600000,2025-11-17 02:00:00,0.8044,0.8191,0.7939,0.8108,725209.6
1763352000000,2025-11-17 06:00:00,0.8108,0.826,0.805,0.8224,429453.8
1763366400000,2025-11-17 10:00:00,0.8224,0.8477,0.8208,0.839,1486338.7
1763380800000,2025-11-17 14:00:00,0.839,0.8409,0.7935,0.8142,1955009.2
1763395200000,2025-11-17 18:00:00,0.8142,0.8269,0.7764,0.7791,1646575.6
1763409600000,2025-11-17 22:00:00,0.7791,0.7816,0.7358,0.7418,4297678.6
1763424000000,2025-11-18 02:00:00,0.7418,0.7525,0.7284,0.7487,1686789.6
1763438400000,2025-11-18 06:00:00,0.7487,0.7721,0.7412,0.754,1417021.9
1763452800000,2025-11-18 10:00:00,0.754,0.8157,0.7539,0.7959,1828282.1
1763467200000,2025-11-18 14:00:00,0.7959,0.8055,0.7766,0.7995,1956297.2
1763481600000,2025-11-18 18:00:00,0.7995,0.8242,0.7982,0.8132,1571915.4
1763496000000,2025-11-18 22:00:00,0.8132,0.8166,0.8015,0.8101,819674.6
1763510400000,2025-11-19 02:00:00,0.8101,0.8266,0.7993,0.8084,1129753.4
1763524800000,2025-11-19 06:00:00,0.8084,0.8151,0.7853,0.8125,1330620.6
1763539200000,2025-11-19 10:00:00,0.8125,0.8236,0.8012,0.8185,916603.4
1763553600000,2025-11-19 14:00:00,0.8185,0.833,0.7878,0.7893,1652048.1
1763568000000,2025-11-19 18:00:00,0.7893,0.7946,0.7652,0.7806,1938591.5
1763582400000,2025-11-19 22:00:00,0.7806,0.8167,0.7765,0.815,1663070.5
1763596800000,2025-11-20 02:00:00,0.815,0.8204,0.8069,0.8098,471534.1
1763611200000,2025-11-20 06:00:00,0.8098,0.818,0.8023,0.8156,848823.2
1763625600000,2025-11-20 10:00:00,0.8156,0.8167,0.78,0.809,1475383.5
1763640000000,2025-11-20 14:00:00,0.809,0.8191,0.781,0.7812,1475572.7
1763654400000,2025-11-20 18:00:00,0.7812,0.782,0.7416,0.7522,2692120.2
1763668800000,2025-11-20 22:00:00,0.7522,0.7742,0.7435,0.7564,1142674.2
1763683200000,2025-11-21 02:00:00,0.7564,0.7749,0.7473,0.7578,1361274.7
1763697600000,2025-11-21 06:00:00,0.7578,0.7616,0.7228,0.741,1950645.1
1763712000000,2025-11-21 10:00:00,0.741,0.746,0.7243,0.7257,1515417.6
1763726400000,2025-11-21 14:00:00,0.7257,0.7555,0.7117,0.7346,2320753.8
1763740800000,2025-11-21 18:00:00,0.7346,0.743,0.7203,0.7259,1457813.5
1763755200000,2025-11-21 22:00:00,0.7259,0.7376,0.7165,0.7313,829277.9
1763769600000,2025-11-22 02:00:00,0.7313,0.734,0.7211,0.7221,516404.7
1763784000000,2025-11-22 06:00:00,0.7221,0.7223,0.6913,0.7141,1735976.7
1763798400000,2025-11-22 10:00:00,0.7141,0.7141,0.698,0.7097,752334.5
1763812800000,2025-11-22 14:00:00,0.7097,0.7162,0.7017,0.7123,663390.4
1763827200000,2025-11-22 18:00:00,0.7123,0.7238,0.7116,0.7181,413340.3
1763841600000,2025-11-22 22:00:00,0.7181,0.736,0.714,0.7298,458417.8
1763856000000,2025-11-23 02:00:00,0.7298,0.738,0.7257,0.7355,344290.8
1763870400000,2025-11-23 06:00:00,0.7355,0.7464,0.7277,0.7319,515575.9
1763884800000,2025-11-23 10:00:00,0.7319,0.7383,0.719,0.7249,448477.2
1763899200000,2025-11-23 14:00:00,0.7249,0.7334,0.7188,0.729,462376.0
1763913600000,2025-11-23 18:00:00,0.729,0.732,0.7188,0.7269,424959.6
1763928000000,2025-11-23 22:00:00,0.7269,0.7304,0.7182,0.7199,289635.7
1763942400000,2025-11-24 02:00:00,0.7199,0.7357,0.7174,0.7327,372749.2
1763956800000,2025-11-24 06:00:00,0.7327,0.7336,0.7199,0.7256,236250.3
1763971200000,2025-11-24 10:00:00,0.7256,0.7296,0.7199,0.7234,155940.7
1763985600000,2025-11-24 14:00:00,0.7234,0.7308,0.714,0.7304,516389.2
1764000000000,2025-11-24 18:00:00,0.7304,0.7595,0.7299,0.7497,651544.5
1764014400000,2025-11-24 22:00:00,0.7497,0.7564,0.7477,0.7488,234313.9
1764028800000,2025-11-25 02:00:00,0.7488,0.75,0.7425,0.7442,162106.9
1764043200000,2025-11-25 06:00:00,0.7442,0.7552,0.7402,0.7405,241691.7
1764057600000,2025-11-25 10:00:00,0.7405,0.7429,0.7352,0.7409,226269.1
1764072000000,2025-11-25 14:00:00,0.7409,0.7459,0.7256,0.7391,488755.6
1764086400000,2025-11-25 18:00:00,0.7391,0.7527,0.7365,0.7433,647682.5
1764100800000,2025-11-25 22:00:00,0.7433,0.7538,0.7407,0.7523,171974.2
1764115200000,2025-11-26 02:00:00,0.7523,0.7529,0.7431,0.744,113305.2
1764129600000,2025-11-26 06:00:00,0.744,0.7542,0.742,0.7529,190899.6
1764144000000,2025-11-26 10:00:00,0.7529,0.7534,0.7375,0.7407,378540.7
1764158400000,2025-11-26 14:00:00,0.7407,0.744,0.7318,0.7346,289888.0
1764172800000,2025-11-26 18:00:00,0.7346,0.7487,0.7335,0.7462,407482.7
1764187200000,2025-11-26 22:00:00,0.7462,0.7524,0.7395,0.7456,318664.0
1764201600000,2025-11-27 02:00:00,0.7456,0.7459,0.7364,0.7392,281587.6
1764216000000,2025-11-27 06:00:00,0.7392,0.7411,0.716,0.7234,682116.2
1764230400000,2025-11-27 10:00:00,0.7234,0.7405,0.718,0.7324,366105.0
1764244800000,2025-11-27 14:00:00,0.7324,0.7467,0.7264,0.7411,327624.0
1764259200000,2025-11-27 18:00:00,0.7411,0.7441,0.7376,0.741,181765.3
1764273600000,2025-11-27 22:00:00,0.741,0.7431,0.7256,0.7324,135818.5
