timestamp,datetime,open,high,low,close,volume
1763330400000,2025-11-17 00:00:00,0.1938,0.1951,0.1911,0.1936,332405.0
1763337600000,2025-11-17 02:00:00,0.1936,0.1939,0.1885,0.1907,517204.0
1763344800000,2025-11-17 04:00:00,0.1907,0.1945,0.1892,0.1935,161382.0
1763352000000,2025-11-17 06:00:00,0.1935,0.1991,0.1931,0.1954,466633.0
1763359200000,2025-11-17 08:00:00,0.1954,0.2021,0.1949,0.201,475390.0
1763366400000,2025-11-17 10:00:00,0.201,0.2043,0.2004,0.203,362758.0
1763373600000,2025-11-17 12:00:00,0.203,0.232,0.2016,0.2273,4244100.0
1763380800000,2025-11-17 14:00:00,0.2273,0.2416,0.2272,0.2306,8919128.0
1763388000000,2025-11-17 16:00:00,0.2306,0.2485,0.2284,0.2437,8158596.0
1763395200000,2025-11-17 18:00:00,0.2437,0.2458,0.2267,0.2332,6373596.0
1763402400000,2025-11-17 20:00:00,0.2332,0.2377,0.2276,0.2315,2129922.0
1763409600000,2025-11-17 22:00:00,0.2315,0.2363,0.2279,0.2299,1345219.0
1763416800000,2025-11-18 00:00:00,0.2299,0.2371,0.2285,0.2343,1064114.0
1763424000000,2025-11-18 02:00:00,0.2343,0.2384,0.2233,0.2366,3714307.0
1763431200000,2025-11-18 04:00:00,0.2366,0.2415,0.2265,0.228,6090046.0
1763438400000,2025-11-18 06:00:00,0.228,0.239,0.2278,0.2358,2123755.0
1763445600000,2025-11-18 08:00:00,0.2358,0.2367,0.2237,0.2343,2093973.0
1763452800000,2025-11-18 10:00:00,0.2343,0.2447,0.2285,0.2372,5108015.0
1763460000000,2025-11-18 12:00:00,0.2372,0.242,0.2342,0.2371,3614296.0
1763467200000,2025-11-18 14:00:00,0.2371,0.2379,0.2261,0.2307,2582569.0
1763474400000,2025-11-18 16:00:00,0.2307,0.2307,0.2134,0.2161,2195052.0
1763481600000,2025-11-18 18:00:00,0.2161,0.2195,0.209,0.2126,1239415.0
1763488800000,2025-11-18 20:00:00,0.2126,0.2136,0.2091,0.2113,383876.0
1763496000000,2025-11-18 22:00:00,0.2113,0.2134,0.2087,0.2103,366372.0
1763503200000,2025-11-19 00:00:00,0.2103,0.2116,0.2071,0.2079,347968.0
1763510400000,2025-11-19 02:00:00,0.2079,0.2104,0.2068,0.207,309181.0
1763517600000,2025-11-19 04:00:00,0.207,0.2071,0.194,0.1973,2302997.0
1763524800000,2025-11-19 06:00:00,0.1973,0.201,0.1914,0.1921,1194063.0
1763532000000,2025-11-19 08:00:00,0.1921,0.1934,0.1853,0.1912,1491713.0
1763539200000,2025-11-19 10:00:00,0.1912,0.1942,0.1885,0.1919,1376724.0
1763546400000,2025-11-19 12:00:00,0.1919,0.1936,0.1884,0.1887,728670.0
1763553600000,2025-11-19 14:00:00,0.1887,0.1912,0.1868,0.1902,652913.0
1763560800000,2025-11-19 16:00:00,0.1902,0.2006,0.19,0.1964,1142366.0
1763568000000,2025-11-19 18:00:00,0.1964,0.1994,0.1899,0.1916,632735.0
1763575200000,2025-11-19 20:00:00,0.1916,0.1924,0.1878,0.191,297514.0
1763582400000,2025-11-19 22:00:00,0.191,0.1936,0.1905,0.1918,200025.0
1763589600000,2025-11-20 00:00:00,0.1918,0.195,0.1897,0.1947,221599.0
1763596800000,2025-11-20 02:00:00,0.1947,0.1967,0.1927,0.1958,241612.0
1763604000000,2025-11-20 04:00:00,0.1958,0.2119,0.1958,0.2083,1268894.0
1763611200000,2025-11-20 06:00:00,0.2083,0.2108,0.2016,0.2041,1168285.0
1763618400000,2025-11-20 08:00:00,0.2041,0.2093,0.2016,0.2091,238918.0
1763625600000,2025-11-20 10:00:00,0.2091,0.2098,0.2031,0.2081,272760.0
1763632800000,2025-11-20 12:00:00,0.2081,0.221,0.205,0.2163,1270729.0
1763640000000,2025-11-20 14:00:00,0.2163,0.2243,0.2106,0.2228,984291.0
