timestamp,datetime,open,high,low,close,volume
1766168100000,2025-12-19 20:15:00,0.04199,0.04204,0.04195,0.042,19683.0
1766169000000,2025-12-19 20:30:00,0.042,0.042,0.04178,0.04178,2744.0
1766169900000,2025-12-19 20:45:00,0.04178,0.04178,0.04167,0.04169,47905.0
1766170800000,2025-12-19 21:00:00,0.04169,0.04191,0.04166,0.04186,16406.0
1766171700000,2025-12-19 21:15:00,0.04186,0.04202,0.04186,0.04202,4422.0
1766172600000,2025-12-19 21:30:00,0.04202,0.04219,0.04202,0.04213,14110.0
1766173500000,2025-12-19 21:45:00,0.04213,0.04219,0.04195,0.04196,26041.0
1766174400000,2025-12-19 22:00:00,0.04196,0.04205,0.04196,0.04196,5809.0
1766175300000,2025-12-19 22:15:00,0.04196,0.04215,0.04196,0.04205,53983.0
1766176200000,2025-12-19 22:30:00,0.04205,0.04229,0.04205,0.04214,166838.0
1766177100000,2025-12-19 22:45:00,0.04214,0.04216,0.04196,0.04215,31870.0
1766178000000,2025-12-19 23:00:00,0.04215,0.04219,0.04198,0.04215,260462.0
1766178900000,2025-12-19 23:15:00,0.04215,0.04215,0.04197,0.04197,7926.0
1766179800000,2025-12-19 23:30:00,0.04197,0.04206,0.04195,0.04201,5971.0
1766180700000,2025-12-19 23:45:00,0.04201,0.04217,0.04201,0.04217,10035.0
1766181600000,2025-12-20 00:00:00,0.04217,0.04229,0.04217,0.04228,3682.0
1766182500000,2025-12-20 00:15:00,0.04228,0.04228,0.04228,0.04228,0.0
1766183400000,2025-12-20 00:30:00,0.04228,0.04245,0.04224,0.04245,15785.0
1766184300000,2025-12-20 00:45:00,0.04245,0.04245,0.04241,0.04241,184.0
1766185200000,2025-12-20 01:00:00,0.04241,0.04241,0.04234,0.04234,2893.0
1766186100000,2025-12-20 01:15:00,0.04234,0.04234,0.04223,0.04223,13771.0
1766187000000,2025-12-20 01:30:00,0.04223,0.04223,0.04223,0.04223,0.0
1766187900000,2025-12-20 01:45:00,0.04223,0.04224,0.0422,0.04221,8782.0
1766188800000,2025-12-20 02:00:00,0.04221,0.04235,0.04215,0.04231,13389.0
1766189700000,2025-12-20 02:15:00,0.04231,0.04231,0.04204,0.04222,41691.0
1766190600000,2025-12-20 02:30:00,0.04222,0.04231,0.04222,0.04224,15248.0
1766191500000,2025-12-20 02:45:00,0.04224,0.04224,0.04222,0.04222,125.0
1766192400000,2025-12-20 03:00:00,0.04222,0.04229,0.04208,0.04229,18502.0
1766193300000,2025-12-20 03:15:00,0.04229,0.04229,0.04229,0.04229,0.0
1766194200000,2025-12-20 03:30:00,0.04229,0.04229,0.04222,0.04222,236.0
1766195100000,2025-12-20 03:45:00,0.04222,0.04222,0.04222,0.04222,0.0
1766196000000,2025-12-20 04:00:00,0.04222,0.04222,0.04206,0.04206,1779.0
1766196900000,2025-12-20 04:15:00,0.04206,0.04206,0.04206,0.04206,236.0
1766197800000,2025-12-20 04:30:00,0.04206,0.04215,0.04206,0.04215,8331.0
1766198700000,2025-12-20 04:45:00,0.04215,0.04215,0.04207,0.04207,6041.0
1766199600000,2025-12-20 05:00:00,0.04207,0.04208,0.04138,0.04152,147699.0
1766200500000,2025-12-20 05:15:00,0.04152,0.04199,0.04152,0.04192,120369.0
1766201400000,2025-12-20 05:30:00,0.04192,0.04235,0.04192,0.04213,35208.0
1766202300000,2025-12-20 05:45:00,0.04213,0.04213,0.04191,0.04191,16240.0
1766203200000,2025-12-20 06:00:00,0.04191,0.04219,0.04191,0.04204,3320.0
1766204100000,2025-12-20 06:15:00,0.04204,0.04211,0.04188,0.0421,2800.0
1766205000000,2025-12-20 06:30:00,0.0421,0.04215,0.04204,0.04211,26457.0
1766205900000,2025-12-20 06:45:00,0.04211,0.04211,0.04199,0.04199,2588.0
1766206800000,2025-12-20 07:00:00,0.04199,0.04204,0.04199,0.04203,4313.0
1766207700000,2025-12-20 07:15:00,0.04203,0.04205,0.04196,0.04205,6811.0
1766208600000,2025-12-20 07:30:00,0.04205,0.04205,0.04199,0.04203,1829.0
1766209500000,2025-12-20 07:45:00,0.04203,0.04203,0.042,0.042,290.0
1766210400000,2025-12-20 08:00:00,0.042,0.04212,0.042,0.04209,7976.0
1766211300000,2025-12-20 08:15:00,0.04209,0.04212,0.042,0.042,5045.0
1766212200000,2025-12-20 08:30:00,0.042,0.04201,0.042,0.04201,128.0
